,Image,x0,y0,x1,y1,Car_ref,Car_name,File_loc,Car_type,Year,Height,Width
474,00475.jpg,21,85,793,389,183,Suzuki SX4 Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki SX4 Hatchback 2012/00475.jpg,Hatchback,2012,454,808
475,00476.jpg,95,125,585,390,141,Infiniti G Coupe IPL 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Infiniti G Coupe IPL 2012/00476.jpg,IPL,2012,480,640
476,00477.jpg,160,175,923,623,124,HUMMER H3T Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H3T Crew Cab 2010/00477.jpg,Cab,2010,683,1024
477,00478.jpg,9,7,98,81,174,Ram C-V Cargo Van Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ram C-V Cargo Van Minivan 2012/00478.jpg,Minivan,2012,84,112
478,00479.jpg,133,38,691,514,120,GMC Yukon Hybrid SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Yukon Hybrid SUV 2012/00479.jpg,SUV,2012,533,800
479,00480.jpg,29,46,239,134,109,Ford Expedition EL SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Expedition EL SUV 2009/00480.jpg,SUV,2009,194,259
480,00481.jpg,6,44,270,175,15,Audi R8 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi R8 Coupe 2012/00481.jpg,Coupe,2012,182,277
481,00482.jpg,80,91,589,429,184,Suzuki SX4 Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki SX4 Sedan 2012/00482.jpg,Sedan,2012,480,640
482,00483.jpg,18,26,623,342,90,Dodge Dakota Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Dakota Crew Cab 2010/00483.jpg,Cab,2010,360,640
483,00484.jpg,29,62,509,288,126,Honda Odyssey Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2012/00484.jpg,Minivan,2012,338,600
484,00485.jpg,70,118,401,299,77,Chrysler Sebring Convertible 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Sebring Convertible 2010/00485.jpg,Convertible,2010,360,480
485,00486.jpg,43,74,587,399,58,Chevrolet Traverse SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Traverse SUV 2012/00486.jpg,SUV,2012,480,640
486,00487.jpg,8,23,296,167,48,Buick Rainier SUV 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Rainier SUV 2007/00487.jpg,SUV,2007,225,300
487,00488.jpg,28,35,207,139,56,Chevrolet Corvette ZR1 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Corvette ZR1 2012/00488.jpg,ZR1,2012,199,300
488,00489.jpg,55,78,454,272,105,Fisker Karma Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Fisker Karma Sedan 2012/00489.jpg,Sedan,2012,313,500
489,00490.jpg,21,51,233,163,29,BMW 3 Series Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 3 Series Sedan 2012/00490.jpg,Sedan,2012,194,259
490,00491.jpg,37,14,358,288,121,GMC Acadia SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Acadia SUV 2012/00491.jpg,SUV,2012,300,400
491,00492.jpg,13,108,612,386,61,Chevrolet Impala Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Impala Sedan 2007/00492.jpg,Sedan,2007,480,640
492,00493.jpg,19,116,700,400,114,Ford F-150 Regular Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2007/00493.jpg,Cab,2007,500,700
493,00494.jpg,39,337,1239,711,173,Porsche Panamera Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Porsche Panamera Sedan 2012/00494.jpg,Sedan,2012,960,1280
494,00495.jpg,111,98,863,766,86,Dodge Ram Pickup 3500 Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Ram Pickup 3500 Crew Cab 2010/00495.jpg,Cab,2010,768,1024
495,00496.jpg,24,132,1021,734,81,Chrysler PT Cruiser Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler PT Cruiser Convertible 2008/00496.jpg,Convertible,2008,768,1024
496,00497.jpg,6,79,470,287,185,Tesla Model S Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Tesla Model S Sedan 2012/00497.jpg,Sedan,2012,311,470
497,00498.jpg,78,102,560,368,119,GMC Savana Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Savana Van 2012/00498.jpg,Van,2012,426,640
498,00499.jpg,12,31,412,249,159,Mazda Tribute SUV 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mazda Tribute SUV 2011/00499.jpg,SUV,2011,265,425
499,00500.jpg,11,10,291,212,84,Dodge Caliber Wagon 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Caliber Wagon 2007/00500.jpg,Wagon,2007,230,297
500,00501.jpg,4,30,146,86,161,Mercedes-Benz 300-Class Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz 300-Class Convertible 1993/00501.jpg,Convertible,1993,100,150
501,00502.jpg,1,11,101,84,88,Dodge Sprinter Cargo Van 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Sprinter Cargo Van 2009/00502.jpg,Van,2009,84,112
502,00503.jpg,11,48,491,237,9,Aston Martin V8 Vantage Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Aston Martin V8 Vantage Coupe 2012/00503.jpg,Coupe,2012,300,600
503,00504.jpg,45,63,237,138,129,Honda Accord Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Accord Sedan 2012/00504.jpg,Sedan,2012,194,259
504,00505.jpg,49,88,226,172,129,Honda Accord Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Accord Sedan 2012/00505.jpg,Sedan,2012,194,259
505,00506.jpg,26,185,764,610,167,Mitsubishi Lancer Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mitsubishi Lancer Sedan 2012/00506.jpg,Sedan,2012,675,900
506,00507.jpg,139,206,590,395,130,Hyundai Veloster Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Veloster Hatchback 2012/00507.jpg,Hatchback,2012,469,750
507,00508.jpg,85,237,1561,1052,167,Mitsubishi Lancer Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mitsubishi Lancer Sedan 2012/00508.jpg,Sedan,2012,1200,1600
508,00509.jpg,64,130,554,341,21,Audi S5 Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S5 Convertible 2012/00509.jpg,Convertible,2012,375,590
509,00510.jpg,10,73,613,388,114,Ford F-150 Regular Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford F-150 Regular Cab 2007/00510.jpg,Cab,2007,469,625
510,00511.jpg,74,43,569,407,99,FIAT 500 Abarth 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/FIAT 500 Abarth 2012/00511.jpg,Abarth,2012,425,640
511,00512.jpg,27,61,265,160,104,Ferrari 458 Italia Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ferrari 458 Italia Coupe 2012/00512.jpg,Coupe,2012,183,276
512,00513.jpg,12,164,533,351,40,Bentley Arnage Sedan 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Arnage Sedan 2009/00513.jpg,Sedan,2009,420,560
513,00514.jpg,18,22,292,163,109,Ford Expedition EL SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Expedition EL SUV 2009/00514.jpg,SUV,2009,200,300
514,00515.jpg,17,70,282,166,162,Mercedes-Benz C-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz C-Class Sedan 2012/00515.jpg,Sedan,2012,225,300
515,00516.jpg,18,99,613,427,53,Cadillac Escalade EXT Crew Cab 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Cadillac Escalade EXT Crew Cab 2007/00516.jpg,Cab,2007,480,640
516,00517.jpg,20,205,1008,694,43,Bentley Continental GT Coupe 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Continental GT Coupe 2007/00517.jpg,Coupe,2007,698,1024
517,00518.jpg,34,57,237,178,109,Ford Expedition EL SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Expedition EL SUV 2009/00518.jpg,SUV,2009,194,259
518,00519.jpg,7,39,254,177,162,Mercedes-Benz C-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz C-Class Sedan 2012/00519.jpg,Sedan,2012,198,264
519,00520.jpg,14,59,253,142,67,Chevrolet Malibu Hybrid Sedan 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Malibu Hybrid Sedan 2010/00520.jpg,Sedan,2010,194,259
520,00521.jpg,122,196,512,439,153,Lamborghini Diablo Coupe 2001,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Diablo Coupe 2001/00521.jpg,Coupe,2001,480,640
521,00522.jpg,6,7,94,68,1,AM General Hummer SUV 2000,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/AM General Hummer SUV 2000/00522.jpg,SUV,2000,71,94
522,00523.jpg,33,151,1000,528,115,Ford Focus Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Focus Sedan 2007/00523.jpg,Sedan,2007,614,1024
523,00524.jpg,38,98,590,353,126,Honda Odyssey Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Honda Odyssey Minivan 2012/00524.jpg,Minivan,2012,414,620
524,00525.jpg,116,148,391,318,76,Chrysler Aspen SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Aspen SUV 2009/00525.jpg,SUV,2009,375,500
525,00526.jpg,26,78,245,161,108,Ford Freestar Minivan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Freestar Minivan 2007/00526.jpg,Minivan,2007,194,259
526,00527.jpg,56,3,736,271,191,Volkswagen Golf Hatchback 1991,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volkswagen Golf Hatchback 1991/00527.jpg,Hatchback,1991,289,780
527,00528.jpg,38,74,213,162,121,GMC Acadia SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Acadia SUV 2012/00528.jpg,SUV,2012,194,260
528,00529.jpg,45,44,563,415,61,Chevrolet Impala Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Impala Sedan 2007/00529.jpg,Sedan,2007,468,625
529,00530.jpg,25,32,236,180,161,Mercedes-Benz 300-Class Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz 300-Class Convertible 1993/00530.jpg,Convertible,1993,194,259
530,00531.jpg,167,396,1945,1016,141,Infiniti G Coupe IPL 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Infiniti G Coupe IPL 2012/00531.jpg,IPL,2012,1386,2100
531,00532.jpg,26,139,607,343,80,Chrysler Crossfire Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Crossfire Convertible 2008/00532.jpg,Convertible,2008,480,640
532,00533.jpg,40,68,487,263,135,Hyundai Elantra Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Sedan 2007/00533.jpg,Sedan,2007,312,500
533,00534.jpg,17,120,563,359,139,Hyundai Elantra Touring Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Touring Hatchback 2012/00534.jpg,Hatchback,2012,387,580
534,00535.jpg,508,240,1379,955,154,Land Rover Range Rover SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Land Rover Range Rover SUV 2012/00535.jpg,SUV,2012,1067,1600
535,00536.jpg,29,116,593,409,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Hybrid Crew Cab 2012/00536.jpg,Cab,2012,480,640
536,00537.jpg,1,328,758,773,172,Plymouth Neon Coupe 1999,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Plymouth Neon Coupe 1999/00537.jpg,Coupe,1999,1023,764
537,00538.jpg,56,214,1544,755,107,Ford Mustang Convertible 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Mustang Convertible 2007/00538.jpg,Convertible,2007,957,1600
538,00539.jpg,30,11,413,316,139,Hyundai Elantra Touring Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Elantra Touring Hatchback 2012/00539.jpg,Hatchback,2012,329,438
539,00540.jpg,3,39,300,128,72,Chevrolet Monte Carlo Coupe 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Monte Carlo Coupe 2007/00540.jpg,Coupe,2007,166,300
540,00541.jpg,12,52,275,208,122,GMC Canyon Extended Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Canyon Extended Cab 2012/00541.jpg,Cab,2012,225,300
541,00542.jpg,25,78,600,421,86,Dodge Ram Pickup 3500 Crew Cab 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Ram Pickup 3500 Crew Cab 2010/00542.jpg,Cab,2010,480,640
542,00543.jpg,8,79,397,240,186,Toyota Sequoia SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Sequoia SUV 2012/00543.jpg,SUV,2012,300,400
543,00544.jpg,9,72,633,359,179,Spyker C8 Convertible 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Spyker C8 Convertible 2009/00544.jpg,Convertible,2009,480,640
544,00545.jpg,5,569,2040,1468,147,Jeep Liberty SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jeep Liberty SUV 2012/00545.jpg,SUV,2012,1536,2048
545,00546.jpg,40,114,350,285,34,BMW M3 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW M3 Coupe 2012/00546.jpg,Coupe,2012,333,500
546,00547.jpg,63,110,592,351,47,Buick Regal GS 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Regal GS 2012/00547.jpg,GS,2012,433,650
547,00548.jpg,11,36,247,175,13,Audi A5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi A5 Coupe 2012/00548.jpg,Coupe,2012,194,259
548,00549.jpg,8,5,547,267,13,Audi A5 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi A5 Coupe 2012/00549.jpg,Coupe,2012,273,554
549,00550.jpg,11,130,394,257,98,Eagle Talon Hatchback 1998,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Eagle Talon Hatchback 1998/00550.jpg,Hatchback,1998,266,400
550,00551.jpg,227,315,766,532,42,Bentley Continental GT Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Continental GT Coupe 2012/00551.jpg,Coupe,2012,571,800
551,00552.jpg,4,41,281,148,46,Bugatti Veyron 16.4 Coupe 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bugatti Veyron 16.4 Coupe 2009/00552.jpg,Coupe,2009,178,283
552,00553.jpg,16,95,628,339,187,Toyota Camry Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Camry Sedan 2012/00553.jpg,Sedan,2012,396,646
553,00554.jpg,41,38,299,190,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/00554.jpg,Sedan,2012,240,320
554,00555.jpg,37,89,603,317,144,Jaguar XK XKR 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Jaguar XK XKR 2012/00555.jpg,XKR,2012,371,640
555,00556.jpg,101,254,938,605,163,Mercedes-Benz SL-Class Coupe 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz SL-Class Coupe 2009/00556.jpg,Coupe,2009,680,1024
556,00557.jpg,117,15,723,513,184,Suzuki SX4 Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki SX4 Sedan 2012/00557.jpg,Sedan,2012,600,800
557,00558.jpg,54,49,528,336,82,Daewoo Nubira Wagon 2002,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Daewoo Nubira Wagon 2002/00558.jpg,Wagon,2002,416,555
558,00559.jpg,20,65,612,409,162,Mercedes-Benz C-Class Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Mercedes-Benz C-Class Sedan 2012/00559.jpg,Sedan,2012,480,640
559,00560.jpg,7,85,250,191,107,Ford Mustang Convertible 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ford Mustang Convertible 2007/00560.jpg,Convertible,2007,194,259
560,00561.jpg,151,169,573,425,21,Audi S5 Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S5 Convertible 2012/00561.jpg,Convertible,2012,480,640
561,00562.jpg,65,95,368,241,59,Chevrolet Camaro Convertible 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Camaro Convertible 2012/00562.jpg,Convertible,2012,300,400
562,00563.jpg,9,78,899,520,130,Hyundai Veloster Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Veloster Hatchback 2012/00563.jpg,Hatchback,2012,599,900
563,00564.jpg,45,86,600,355,72,Chevrolet Monte Carlo Coupe 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Monte Carlo Coupe 2007/00564.jpg,Coupe,2007,427,640
564,00565.jpg,187,117,649,492,183,Suzuki SX4 Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki SX4 Hatchback 2012/00565.jpg,Hatchback,2012,600,800
565,00566.jpg,520,373,1582,1043,29,BMW 3 Series Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 3 Series Sedan 2012/00566.jpg,Sedan,2012,1320,2000
566,00567.jpg,19,34,247,159,92,Dodge Magnum Wagon 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Magnum Wagon 2008/00567.jpg,Wagon,2008,191,264
567,00568.jpg,30,128,402,307,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/00568.jpg,Sedan,2012,360,424
568,00569.jpg,25,234,1179,675,58,Chevrolet Traverse SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Traverse SUV 2012/00569.jpg,SUV,2012,960,1280
569,00570.jpg,10,44,239,193,125,HUMMER H2 SUT Crew Cab 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/HUMMER H2 SUT Crew Cab 2009/00570.jpg,Cab,2009,194,259
570,00571.jpg,18,34,255,182,131,Hyundai Santa Fe SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Santa Fe SUV 2012/00571.jpg,SUV,2012,194,259
571,00572.jpg,78,245,896,604,183,Suzuki SX4 Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki SX4 Hatchback 2012/00572.jpg,Hatchback,2012,768,1024
572,00573.jpg,141,525,1803,1854,170,Nissan Juke Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Nissan Juke Hatchback 2012/00573.jpg,Hatchback,2012,1872,2808
573,00574.jpg,117,95,612,362,82,Daewoo Nubira Wagon 2002,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Daewoo Nubira Wagon 2002/00574.jpg,Wagon,2002,421,750
574,00575.jpg,13,75,632,446,121,GMC Acadia SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Acadia SUV 2012/00575.jpg,SUV,2012,480,640
575,00576.jpg,20,24,232,156,119,GMC Savana Van 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/GMC Savana Van 2012/00576.jpg,Van,2012,194,259
576,00577.jpg,51,97,669,286,71,Chevrolet Express Van 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Express Van 2007/00577.jpg,Van,2007,313,720
577,00578.jpg,177,229,931,789,12,Audi RS 4 Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi RS 4 Convertible 2008/00578.jpg,Convertible,2008,949,1280
578,00579.jpg,71,82,368,267,33,BMW X6 SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW X6 SUV 2012/00579.jpg,SUV,2012,320,495
579,00580.jpg,49,241,1573,1075,191,Volkswagen Golf Hatchback 1991,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volkswagen Golf Hatchback 1991/00580.jpg,Hatchback,1991,1200,1600
580,00581.jpg,310,322,1121,691,49,Buick Verano Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Verano Sedan 2012/00581.jpg,Sedan,2012,863,1280
581,00582.jpg,2,11,222,115,138,Hyundai Sonata Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Hyundai Sonata Sedan 2012/00582.jpg,Sedan,2012,130,222
582,00583.jpg,107,66,566,314,193,Volvo C30 Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volvo C30 Hatchback 2012/00583.jpg,Hatchback,2012,363,600
583,00584.jpg,133,95,827,540,185,Tesla Model S Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Tesla Model S Sedan 2012/00584.jpg,Sedan,2012,603,986
584,00585.jpg,388,220,1340,975,89,Dodge Journey SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Dodge Journey SUV 2012/00585.jpg,SUV,2012,1067,1600
585,00586.jpg,31,105,246,194,190,Volkswagen Golf Hatchback 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Volkswagen Golf Hatchback 2012/00586.jpg,Hatchback,2012,194,259
586,00587.jpg,23,90,504,289,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Lamborghini Gallardo LP 570-4 Superleggera 2012/00587.jpg,Superleggera,2012,341,513
587,00588.jpg,12,56,247,155,76,Chrysler Aspen SUV 2009,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Aspen SUV 2009/00588.jpg,SUV,2009,194,259
588,00589.jpg,41,140,558,325,41,Bentley Mulsanne Sedan 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Bentley Mulsanne Sedan 2011/00589.jpg,Sedan,2011,403,607
589,00590.jpg,9,16,299,204,181,Suzuki Aerio Sedan 2007,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Suzuki Aerio Sedan 2007/00590.jpg,Sedan,2007,204,300
590,00591.jpg,66,36,573,446,50,Buick Enclave SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Buick Enclave SUV 2012/00591.jpg,SUV,2012,480,640
591,00592.jpg,62,128,615,389,34,BMW M3 Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW M3 Coupe 2012/00592.jpg,Coupe,2012,480,640
592,00593.jpg,13,31,245,155,80,Chrysler Crossfire Convertible 2008,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Crossfire Convertible 2008/00593.jpg,Convertible,2008,194,259
593,00594.jpg,33,85,596,395,174,Ram C-V Cargo Van Minivan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Ram C-V Cargo Van Minivan 2012/00594.jpg,Minivan,2012,480,640
594,00595.jpg,91,143,582,410,69,Chevrolet Silverado 2500HD Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 2500HD Regular Cab 2012/00595.jpg,Cab,2012,480,640
595,00596.jpg,9,53,212,132,123,Geo Metro Convertible 1993,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Geo Metro Convertible 1993/00596.jpg,Convertible,1993,161,216
596,00597.jpg,62,162,607,458,75,Chevrolet Silverado 1500 Regular Cab 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Silverado 1500 Regular Cab 2012/00597.jpg,Cab,2012,480,640
597,00598.jpg,25,84,280,198,28,BMW 1 Series Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/BMW 1 Series Coupe 2012/00598.jpg,Coupe,2012,221,300
598,00599.jpg,33,56,408,294,186,Toyota Sequoia SUV 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Toyota Sequoia SUV 2012/00599.jpg,SUV,2012,360,480
599,00600.jpg,47,14,360,181,20,Audi S6 Sedan 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S6 Sedan 2011/00600.jpg,Sedan,2011,200,400
600,00601.jpg,28,55,974,675,63,Chevrolet Sonic Sedan 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chevrolet Sonic Sedan 2012/00601.jpg,Sedan,2012,768,1024
601,00602.jpg,29,24,591,388,20,Audi S6 Sedan 2011,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi S6 Sedan 2011/00602.jpg,Sedan,2011,424,628
602,00603.jpg,4,16,213,118,16,Audi V8 Sedan 1994,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Audi V8 Sedan 1994/00603.jpg,Sedan,1994,163,217
603,00604.jpg,59,155,734,459,77,Chrysler Sebring Convertible 2010,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Chrysler Sebring Convertible 2010/00604.jpg,Convertible,2010,492,786
604,00605.jpg,117,376,1610,1048,160,McLaren MP4-12C Coupe 2012,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/McLaren MP4-12C Coupe 2012/00605.jpg,Coupe,2012,1050,1680
605,00606.jpg,99,72,894,675,98,Eagle Talon Hatchback 1998,/content/drive/MyDrive/CapstoneProject/Data/car_data/car_data/train/Eagle Talon Hatchback 1998/00606.jpg,Hatchback,1998,768,1024
